image_id,filepath,label
lungaca152,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca152.jpeg,lung_aca
lungaca2500,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2500.jpeg,lung_aca
lungaca447,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca447.jpeg,lung_aca
lungaca2015,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2015.jpeg,lung_aca
lungaca4968,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4968.jpeg,lung_aca
lungaca46,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca46.jpeg,lung_aca
lungaca2445,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2445.jpeg,lung_aca
lungaca3604,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3604.jpeg,lung_aca
lungaca1639,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1639.jpeg,lung_aca
lungaca2916,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2916.jpeg,lung_aca
lungaca1793,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1793.jpeg,lung_aca
lungaca914,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca914.jpeg,lung_aca
lungaca3254,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3254.jpeg,lung_aca
lungaca4591,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4591.jpeg,lung_aca
lungaca1269,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1269.jpeg,lung_aca
lungaca1547,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1547.jpeg,lung_aca
lungaca4745,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4745.jpeg,lung_aca
lungaca3080,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3080.jpeg,lung_aca
lungaca1117,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1117.jpeg,lung_aca
lungaca4315,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4315.jpeg,lung_aca
lungaca739,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca739.jpeg,lung_aca
lungaca3983,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3983.jpeg,lung_aca
lungaca2691,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2691.jpeg,lung_aca
lungaca1814,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1814.jpeg,lung_aca
lungaca3829,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3829.jpeg,lung_aca
lungaca369,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca369.jpeg,lung_aca
lungaca693,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca693.jpeg,lung_aca
lungaca386,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca386.jpeg,lung_aca
lungaca2384,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2384.jpeg,lung_aca
lungaca1951,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1951.jpeg,lung_aca
lungaca4600,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4600.jpeg,lung_aca
lungaca1402,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1402.jpeg,lung_aca
lungaca3595,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3595.jpeg,lung_aca
lungaca4250,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4250.jpeg,lung_aca
lungaca1052,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1052.jpeg,lung_aca
lungaca105,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca105.jpeg,lung_aca
lungaca2557,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2557.jpeg,lung_aca
lungaca555,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca555.jpeg,lung_aca
lungaca2107,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2107.jpeg,lung_aca
lungaca1681,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1681.jpeg,lung_aca
lungaca4179,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4179.jpeg,lung_aca
lungaca806,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca806.jpeg,lung_aca
lungaca3346,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3346.jpeg,lung_aca
lungaca4483,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4483.jpeg,lung_aca
lungaca4529,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4529.jpeg,lung_aca
lungaca3716,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3716.jpeg,lung_aca
lungaca2804,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2804.jpeg,lung_aca
lungaca943,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca943.jpeg,lung_aca
lungaca3203,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3203.jpeg,lung_aca
lungaca4196,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4196.jpeg,lung_aca
lungaca3653,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3653.jpeg,lung_aca
lungaca2941,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2941.jpeg,lung_aca
lungaca1394,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1394.jpeg,lung_aca
lungaca2412,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2412.jpeg,lung_aca
lungaca11,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca11.jpeg,lung_aca
lungaca410,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca410.jpeg,lung_aca
lungaca2042,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2042.jpeg,lung_aca
lungaca4895,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4895.jpeg,lung_aca
lungaca685,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca685.jpeg,lung_aca
lungaca1802,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1802.jpeg,lung_aca
lungaca2687,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2687.jpeg,lung_aca
lungaca3995,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3995.jpeg,lung_aca
lungaca4303,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4303.jpeg,lung_aca
lungaca1101,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1101.jpeg,lung_aca
lungaca4753,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4753.jpeg,lung_aca
lungaca3096,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3096.jpeg,lung_aca
lungaca1551,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1551.jpeg,lung_aca
lungaca3079,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3079.jpeg,lung_aca
lungaca1044,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1044.jpeg,lung_aca
lungaca3583,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3583.jpeg,lung_aca
lungaca4246,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4246.jpeg,lung_aca
lungaca3429,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3429.jpeg,lung_aca
lungaca1414,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1414.jpeg,lung_aca
lungaca4616,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4616.jpeg,lung_aca
lungaca2668,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2668.jpeg,lung_aca
lungaca1947,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1947.jpeg,lung_aca
lungaca2392,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2392.jpeg,lung_aca
lungaca2238,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2238.jpeg,lung_aca
lungaca390,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca390.jpeg,lung_aca
lungaca2812,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2812.jpeg,lung_aca
lungaca3700,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3700.jpeg,lung_aca
lungaca3350,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3350.jpeg,lung_aca
lungaca4495,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4495.jpeg,lung_aca
lungaca810,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca810.jpeg,lung_aca
lungaca1697,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1697.jpeg,lung_aca
lungaca2111,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2111.jpeg,lung_aca
lungaca543,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca543.jpeg,lung_aca
lungaca2541,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2541.jpeg,lung_aca
lungaca113,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca113.jpeg,lung_aca
lungaca4883,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4883.jpeg,lung_aca
lungaca2054,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2054.jpeg,lung_aca
lungaca406,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca406.jpeg,lung_aca
lungaca4929,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4929.jpeg,lung_aca
lungaca2404,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2404.jpeg,lung_aca
lungaca1382,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1382.jpeg,lung_aca
lungaca2957,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2957.jpeg,lung_aca
lungaca4180,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4180.jpeg,lung_aca
lungaca1678,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1678.jpeg,lung_aca
lungaca3645,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3645.jpeg,lung_aca
lungaca1228,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1228.jpeg,lung_aca
lungaca3215,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3215.jpeg,lung_aca
lungaca955,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca955.jpeg,lung_aca
lungaca1506,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1506.jpeg,lung_aca
lungaca4704,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4704.jpeg,lung_aca
lungaca1156,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1156.jpeg,lung_aca
lungaca3491,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3491.jpeg,lung_aca
lungaca4354,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4354.jpeg,lung_aca
lungaca778,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca778.jpeg,lung_aca
lungaca282,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca282.jpeg,lung_aca
lungaca328,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca328.jpeg,lung_aca
lungaca3868,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3868.jpeg,lung_aca
lungaca1855,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1855.jpeg,lung_aca
lungaca2280,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2280.jpeg,lung_aca
lungaca2795,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2795.jpeg,lung_aca
lungaca3887,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3887.jpeg,lung_aca
lungaca797,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca797.jpeg,lung_aca
lungaca1910,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1910.jpeg,lung_aca
lungaca4641,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4641.jpeg,lung_aca
lungaca3184,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3184.jpeg,lung_aca
lungaca1443,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1443.jpeg,lung_aca
lungaca4211,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4211.jpeg,lung_aca
lungaca1013,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1013.jpeg,lung_aca
lungaca2516,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2516.jpeg,lung_aca
lungaca144,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca144.jpeg,lung_aca
lungaca4991,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4991.jpeg,lung_aca
lungaca2146,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2146.jpeg,lung_aca
lungaca514,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca514.jpeg,lung_aca
lungaca4138,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4138.jpeg,lung_aca
lungaca3307,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3307.jpeg,lung_aca
lungaca847,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca847.jpeg,lung_aca
lungaca1290,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1290.jpeg,lung_aca
lungaca4568,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4568.jpeg,lung_aca
lungaca2845,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2845.jpeg,lung_aca
lungaca4092,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4092.jpeg,lung_aca
lungaca3757,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3757.jpeg,lung_aca
lungaca3242,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3242.jpeg,lung_aca
lungaca4587,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4587.jpeg,lung_aca
lungaca902,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca902.jpeg,lung_aca
lungaca1785,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1785.jpeg,lung_aca
lungaca2900,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2900.jpeg,lung_aca
lungaca3612,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3612.jpeg,lung_aca
lungaca2453,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2453.jpeg,lung_aca
lungaca50,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca50.jpeg,lung_aca
lungaca2003,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2003.jpeg,lung_aca
lungaca451,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca451.jpeg,lung_aca
lungaca2214,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2214.jpeg,lung_aca
lungaca646,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca646.jpeg,lung_aca
lungaca2644,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2644.jpeg,lung_aca
lungaca3956,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3956.jpeg,lung_aca
lungaca216,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca216.jpeg,lung_aca
lungaca3405,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3405.jpeg,lung_aca
lungaca1438,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1438.jpeg,lung_aca
lungaca1592,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1592.jpeg,lung_aca
lungaca3055,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3055.jpeg,lung_aca
lungaca4790,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4790.jpeg,lung_aca
lungaca1068,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1068.jpeg,lung_aca
lungaca4285,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca4285.jpeg,lung_aca
lungaca3540,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3540.jpeg,lung_aca
lungaca1087,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1087.jpeg,lung_aca
lungaca3110,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca3110.jpeg,lung_aca
lungaca2351,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2351.jpeg,lung_aca
lungaca703,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca703.jpeg,lung_aca
lungaca1984,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca1984.jpeg,lung_aca
lungaca2701,~/projects/bu/dx799_01/mod_c_capstone/data/raw/lc25000/lung_image_sets/lung_aca/lungaca2701.jpeg,lung_aca
